School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2014-2015,Bronx,New York City Geographic District #10,Ps/is 54 ,321000010054,Elementary,New York City,Public,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #10,Ps/ms 20 Po George J Werdan Iii,321000010020,Elementary,New York City,Public,1105,0,0,0,0,0,9,0,0,0,0,0,0,0,1,7,2,0,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1
2014-2015,Bronx,New York City Geographic District #10,Ps/ms 280 Mosholu Parkway,321000010280,Elementary,New York City,Public,887,0,0,0,0,0,3,0,0,1,0,0,0,0,1,4,0,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
2014-2015,Bronx,New York City Geographic District #10,Riverdale/kingsbridge Academy (ms/hs 141),321000011141,Junior-Senior High,New York City,Public,1381,0,0,0,0,0,4,0,0,0,1,0,0,0,0,3,0,2,3,28,0,5,0,0,0,4,0,0,0,0,0,0,0,3,6,1,33
2014-2015,Bronx,New York City Geographic District #10,School For Environmental Citizenship,321000010386,Elementary,New York City,Public,556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,2,12,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
2014-2015,Bronx,New York City Geographic District #10,The Bronx School Of Young Leaders,321000010331,Middle,New York City,Public,393,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9
2014-2015,Bronx,New York City Geographic District #10,Theatre Arts Production Company School,321000010225,Junior-Senior High,New York City,Public,635,0,0,0,0,0,2,0,0,0,2,0,0,0,2,3,0,1,0,14,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,21
2014-2015,Bronx,New York City Geographic District #10,Thomas C Giordano Middle School 45,321000010045,Middle,New York City,Public,714,0,0,0,0,0,3,0,0,1,1,1,0,0,1,8,1,2,3,39,3,9,0,0,0,3,0,3,0,3,0,0,1,5,5,1,15
2014-2015,Bronx,New York City Geographic District #10,West Bronx Academy For The Future,321000011243,Junior-Senior High,New York City,Public,607,0,0,0,0,0,1,0,0,0,2,0,0,0,1,3,0,0,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,3
2014-2015,Bronx,New York City Geographic District #10,World View High School,321000011353,Senior High,New York City,Public,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
2014-2015,Bronx,New York City Geographic District #11,Academy For Scholarship And Entrepreneurship,321100011270,Junior-Senior High,New York City,Public,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,15,0,7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,81
2014-2015,Bronx,New York City Geographic District #11,Astor Collegiate Academy,321100011299,Senior High,New York City,Public,478,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,6,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10
2014-2015,Bronx,New York City Geographic District #11,Baychester Academy,321100010169,Elementary,New York City,Public,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4
2014-2015,Bronx,New York City Geographic District #11,Baychester Middle School,321100010532,Middle,New York City,Public,288,0,0,0,0,0,0,0,1,0,1,0,0,0,2,7,0,5,14,19,14,10,0,0,0,5,0,4,1,2,0,0,0,0,0,0,14
2014-2015,Bronx,New York City Geographic District #11,Bronx Academy Of Health Careers,321100011290,Senior High,New York City,Public,472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,6
2014-2015,Bronx,New York City Geographic District #11,Bronx Aerospace High School,321100011545,Senior High,New York City,Public,428,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,1,0,31,0,7,0,0,0,4,0,7,0,0,0,0,3,1,4,0,23
2014-2015,Bronx,New York City Geographic District #11,Bronx Alliance Middle School,321100010355,Junior High,New York City,Public,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2
2014-2015,Bronx,New York City Geographic District #11,Bronx Green Middle School,321100010326,Middle,New York City,Public,415,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
2014-2015,Bronx,New York City Geographic District #11,Bronx Health Sciences High School,321100011249,Senior High,New York City,Public,379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #11,Bronx High School For The Visual Arts,321100011418,Senior High,New York City,Public,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,1,0,6,0,0,0,0,0,5,3,0,4
2014-2015,Bronx,New York City Geographic District #11,Bronx High School For Writing And Communication Arts,321100011253,Senior High,New York City,Public,391,0,0,0,1,0,4,0,0,0,2,0,0,0,0,1,0,0,0,21,0,11,0,0,0,1,0,3,0,2,0,0,5,2,1,3,21
2014-2015,Bronx,New York City Geographic District #11,Bronx Lab School,321100011265,Senior High,New York City,Public,465,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,32,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7
2014-2015,Bronx,New York City Geographic District #11,Bronx Park Middle School,321100010556,Junior High,New York City,Public,404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3
2014-2015,Bronx,New York City Geographic District #11,Bronxdale High School,321100011508,Senior High,New York City,Public,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #11,Bronxwood Preparatory Academy (the),321100011514,Senior High,New York City,Public,421,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,11,0,3,0,0,0,4,0,2,0,0,0,0,3,0,2,2,10
2014-2015,Bronx,New York City Geographic District #11,Collegiate Institute For Math And Science,321100011288,Senior High,New York City,Public,682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,10,0,1,0,0,0,1,0,3,0,0,0,0,0,0,3,0,16
2014-2015,Bronx,New York City Geographic District #11,Cornerstone Academy For Social Action,321100010189,Elementary,New York City,Public,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2014-2015,Bronx,New York City Geographic District #11,Cornerstone Academy For Social Action Middle School,321100010462,Middle,New York City,Public,254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2
2014-2015,Bronx,New York City Geographic District #11,Forward School (the),321100010287,Middle,New York City,Public,257,0,0,0,0,0,4,0,0,0,3,0,0,0,2,27,0,3,4,29,3,12,0,0,0,1,0,0,0,0,0,0,1,1,1,1,10
2014-2015,Bronx,New York City Geographic District #11,Globe School For Environmental Research,321100011272,Middle,New York City,Public,240,0,0,0,0,0,5,0,0,0,0,0,0,0,2,8,1,4,12,9,3,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
2014-2015,Bronx,New York City Geographic District #11,Harry S Truman High School,321100011455,Senior High,New York City,Public,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2014-2015,Bronx,New York City Geographic District #11,High School For Language And Innovation,321100011509,Senior High,New York City,Public,343,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,1,2,1,9,0,2,0,0,0,0,0,0,1,1,0,0,1,1,2,0,3
2014-2015,Bronx,New York City Geographic District #11,High School Of Computers And Technology,321100011275,Senior High,New York City,Public,564,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,0,10,0,4,0,0,0,1,0,4,1,0,0,0,0,0,2,0,16
2014-2015,Bronx,New York City Geographic District #11,High School Of Contemporary Arts,321100011544,Senior High,New York City,Public,501,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6
2014-2015,Bronx,New York City Geographic District #11,Is 181 Pablo Casals,321100010181,Middle,New York City,Public,872,0,0,0,0,0,8,0,0,0,1,0,0,0,1,10,1,1,3,28,1,4,0,0,0,1,0,0,0,3,0,0,0,6,0,0,4
2014-2015,Bronx,New York City Geographic District #11,Jhs 127 Castle Hill (the),321100010127,Middle,New York City,Public,721,0,0,0,0,0,7,0,0,0,0,1,0,0,0,6,0,1,4,31,0,5,0,0,0,5,0,1,1,0,0,0,0,2,1,0,13
2014-2015,Bronx,New York City Geographic District #11,Jhs 144 Michelangelo ,321100010144,Middle,New York City,Public,555,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,1,0,2,19,2,4,0,0,0,0,0,2,0,0,0,0,0,4,2,1,3
2014-2015,Bronx,New York City Geographic District #11,Linden Tree Elementary School,321100010567,Elementary,New York City,Public,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Bronx,New York City Geographic District #11,Ms 180 Dr Daniel Hale Williams ,321100010180,Middle,New York City,Public,875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2014-2015,Bronx,New York City Geographic District #11,New World High School,321100011513,Senior High,New York City,Public,417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7
2014-2015,Bronx,New York City Geographic District #11,One World Middle School At Edenwald,321100010529,Middle,New York City,Public,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,1,0,6,0,0,0,0,1,2,1,1,1
2014-2015,Bronx,New York City Geographic District #11,Pelham Academy Of Academics And Community Engagement,321100010468,Middle,New York City,Public,339,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2
2014-2015,Bronx,New York City Geographic District #11,Pelham Gardens Middle School,321100010566,Junior High,New York City,Public,461,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,0,0,0,11,0,7,0,0,0,0,0,4,0,0,0,0,0,5,1,0,17
2014-2015,Bronx,New York City Geographic District #11,Pelham Preparatory Academy,321100011542,Senior High,New York City,Public,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
2014-2015,Bronx,New York City Geographic District #11,Ps 103 Hector Fontanez,321100010103,Elementary,New York City,Public,1156,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,1,1,22,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,11
2014-2015,Bronx,New York City Geographic District #11,Ps 105 Senator Abraham Bernstein,321100010105,Elementary,New York City,Public,1368,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014-2015,Bronx,New York City Geographic District #11,Ps 106 Parkchester,321100010106,Elementary,New York City,Public,1210,0,0,0,0,0,0,0,0,1,0,0,0,0,2,11,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #11,Ps 108 Philip J Abinanti,321100010108,Elementary,New York City,Public,585,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2014-2015,Bronx,New York City Geographic District #11,Ps 111 Seton Falls,321100010111,Elementary,New York City,Public,694,0,0,0,0,0,3,0,0,0,1,0,0,0,1,8,0,2,6,13,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Bronx,New York City Geographic District #11,Ps 112 Bronxwood,321100010112,Elementary,New York City,Public,405,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-2015,Bronx,New York City Geographic District #11,Ps 121 Throop,321100010121,Elementary,New York City,Public,976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #11,Ps 153 Helen Keller,321100010153,Elementary,New York City,Public,702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2014-2015,Bronx,New York City Geographic District #11,Ps 16 Wakefield,321100010016,Elementary,New York City,Public,560,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3
2014-2015,Bronx,New York City Geographic District #11,Ps 160 Walt Disney,321100010160,Elementary,New York City,Public,394,0,0,0,0,0,3,0,0,0,2,0,0,0,0,6,0,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2014-2015,Bronx,New York City Geographic District #11,Ps 175 City Island,321100010175,Elementary,New York City,Public,324,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #11,Ps 178 Dr Selman Waksman,321100010178,Elementary,New York City,Public,486,0,0,0,0,0,5,0,0,0,1,0,0,0,1,2,0,2,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2014-2015,Bronx,New York City Geographic District #11,Ps 19 Judith K Weiss,321100010019,Elementary,New York City,Public,503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2014-2015,Bronx,New York City Geographic District #11,Ps 21 Philip H Sheridan,321100010021,Elementary,New York City,Public,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,2
2014-2015,Bronx,New York City Geographic District #11,Ps 41 Gun Hill Road,321100010041,Elementary,New York City,Public,932,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2014-2015,Bronx,New York City Geographic District #11,Ps 68,321100010068,Elementary,New York City,Public,748,0,0,0,0,0,2,0,0,0,0,2,0,0,6,9,0,1,3,8,4,4,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1
2014-2015,Bronx,New York City Geographic District #11,Ps 76 Bennington School (the),321100010076,Elementary,New York City,Public,1040,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,1,3,21,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6
2014-2015,Bronx,New York City Geographic District #11,Ps 78 Anne Hutchinson,321100010078,Elementary,New York City,Public,809,0,0,0,0,0,8,0,0,0,2,0,0,0,0,11,0,2,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,3
2014-2015,Bronx,New York City Geographic District #11,Ps 83 Donald Hertz,321100010083,Elementary,New York City,Public,1681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,4,10,14,2,4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,10
2014-2015,Bronx,New York City Geographic District #11,Ps 87,321100010087,Elementary,New York City,Public,628,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Bronx,New York City Geographic District #11,Ps 89,321100010089,Elementary,New York City,Public,1467,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
2014-2015,Bronx,New York City Geographic District #11,Ps 96 Richard Rodgers,321100010096,Elementary,New York City,Public,996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #11,Ps 97,321100010097,Elementary,New York City,Public,718,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2014-2015,Bronx,New York City Geographic District #11,Ps/ms 194,321100010194,Elementary,New York City,Public,1381,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2014-2015,Bronx,New York City Geographic District #11,Ps/ms 498 Van Nest Academy,321100010498,Elementary,New York City,Public,581,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,15,0,1,0,0,0,3,0,2,1,1,0,0,0,3,1,0,11
2014-2015,Bronx,New York City Geographic District #11,School Of Diplomacy,321100010370,Middle,New York City,Public,237,0,0,0,0,0,1,0,0,0,1,0,0,0,3,15,0,3,0,16,3,2,0,0,0,2,0,2,0,1,0,0,0,0,0,1,9
2014-2015,Bronx,New York City Geographic District #11,Young Scholars Academy Of The Bronx (the),321100010289,Middle,New York City,Public,318,0,0,0,0,0,5,0,0,1,4,1,0,0,4,6,0,2,0,17,4,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1
2014-2015,Bronx,New York City Geographic District #11,Young Voices Academy Of The Bronx,321100010357,Elementary,New York City,Public,163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Accion Academy,321200010341,Middle,New York City,Public,150,0,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,2,2,14,1,1,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0
2014-2015,Bronx,New York City Geographic District #12,Archer Elementary School,321200010531,Elementary,New York City,Public,500,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
2014-2015,Bronx,New York City Geographic District #12,Arturo A Schomburg Satellite Academy Bronx,321200011446,Senior High,New York City,Public,156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,12
2014-2015,Bronx,New York City Geographic District #12,Bronx Career And College Preparatory High School,321200011479,Senior High,New York City,Public,332,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,15,1,12,0,0,0,0,0,0,0,0,0,0,0,2,1,1,36
2014-2015,Bronx,New York City Geographic District #12,Bronx Envision Academy,321200011511,Senior High,New York City,Public,350,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,1,2,18,1,11,0,0,0,2,0,1,0,1,0,0,2,10,0,0,11
2014-2015,Bronx,New York City Geographic District #12,Bronx Latin School,321200011267,Junior-Senior High,New York City,Public,549,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,1,55,0,6,0,0,0,3,0,1,0,0,0,0,0,2,0,0,34
2014-2015,Bronx,New York City Geographic District #12,Bronx Little School,321200011691,Elementary,New York City,Public,355,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Bronx,New York City Geographic District #12,Bronx Regional High School,321200011480,Senior High,New York City,Public,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
2014-2015,Bronx,New York City Geographic District #12,Cinema School (the),321200011478,Senior High,New York City,Public,341,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2014-2015,Bronx,New York City Geographic District #12,East Bronx Academy For The Future,321200011271,Junior-Senior High,New York City,Public,622,0,0,0,0,0,1,1,1,0,0,1,0,0,3,4,0,1,1,29,0,10,0,0,0,1,0,3,0,0,0,0,0,3,1,1,185
2014-2015,Bronx,New York City Geographic District #12,Emolior Academy,321200010383,Middle,New York City,Public,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3
2014-2015,Bronx,New York City Geographic District #12,Entrada Academy,321200010384,Middle,New York City,Public,286,0,0,0,0,0,6,0,0,0,1,0,0,0,1,9,0,6,1,24,5,7,0,0,0,1,0,0,0,2,0,0,1,2,0,0,13
2014-2015,Bronx,New York City Geographic District #12,Esmt-is 190,321200010190,Middle,New York City,Public,248,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,12,0,4,0,0,0,1,0,2,0,0,0,0,0,1,0,0,4
2014-2015,Bronx,New York City Geographic District #12,Explorations Academy,321200011251,Senior High,New York City,Public,361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13,0,4,0,0,0,0,0,3,1,0,0,0,1,1,2,0,2
2014-2015,Bronx,New York City Geographic District #12,Fairmont Neighborhood School,321200010314,Elementary,New York City,Public,248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Fannie Lou Hamer Freedom High School,321200011682,Senior High,New York City,Public,462,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,36,1,11,0,0,1,2,0,1,0,0,0,0,0,6,4,0,58
2014-2015,Bronx,New York City Geographic District #12,Fannie Lou Hamer Middle School,321200010286,Middle,New York City,Public,264,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5
2014-2015,Bronx,New York City Geographic District #12,Frederick Douglass Academy V Middle School,321200010273,Middle,New York City,Public,270,0,0,0,0,0,1,0,0,0,2,1,0,0,4,7,0,3,3,7,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,6
2014-2015,Bronx,New York City Geographic District #12,High School Of World Cultures,321200011550,Senior High,New York City,Public,395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5
2014-2015,Bronx,New York City Geographic District #12,"Is 318 Math, Science & Tech Through Arts School",321200010318,Junior High,New York City,Public,329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,6,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Jhs 98 Herman Ridder,321200010098,Middle,New York City,Public,265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,15,0,4,0,0,0,1,0,1,0,0,0,0,1,3,3,1,3
2014-2015,Bronx,New York City Geographic District #12,Knowledge And Power Preparatory Academy Iii,321200010316,Middle,New York City,Public,347,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2014-2015,Bronx,New York City Geographic District #12,Metropolitan High School (the),321200011248,Senior High,New York City,Public,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,6
2014-2015,Bronx,New York City Geographic District #12,Metropolitan Soundview High School (the),321200011521,Senior High,New York City,Public,418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,11,0,3,0,0,0,0,0,0,0,1,0,0,5,0,0,0,4
2014-2015,Bronx,New York City Geographic District #12,Monroe Academy For Visual Arts & Design,321200011692,Senior High,New York City,Public,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Mott Hall V,321200010242,Junior-Senior High,New York City,Public,662,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,36,0,12,0,0,0,2,0,1,0,0,0,0,0,4,3,0,24
2014-2015,Bronx,New York City Geographic District #12,Ms 129 Academy Of Independent Learning And Leadership,321200010129,Middle,New York City,Public,557,0,0,0,0,0,4,0,0,0,0,0,0,0,1,8,1,0,3,24,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13
2014-2015,Bronx,New York City Geographic District #12,Pan American International High School At Monroe,321200011388,Senior High,New York City,Public,417,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-2015,Bronx,New York City Geographic District #12,Peace And Diversity Academy,321200011278,Senior High,New York City,Public,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2
2014-2015,Bronx,New York City Geographic District #12,Ps 134 George F Bristow,321200010134,Elementary,New York City,Public,678,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2014-2015,Bronx,New York City Geographic District #12,Ps 150 Charles James Fox,321200010150,Elementary,New York City,Public,938,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,1,24,1,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,10
2014-2015,Bronx,New York City Geographic District #12,Ps 195,321200010195,Elementary,New York City,Public,968,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,18,1,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7
2014-2015,Bronx,New York City Geographic District #12,Ps 196,321200010196,Elementary,New York City,Public,961,0,0,0,0,0,4,0,0,0,0,1,0,0,0,10,1,0,6,23,0,1,0,0,0,3,0,5,0,2,0,0,0,1,0,0,7
2014-2015,Bronx,New York City Geographic District #12,Ps 211 ,321200010211,Elementary,New York City,Public,627,0,0,0,0,0,3,0,0,0,1,0,0,0,0,6,0,0,1,10,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3
