School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2014-2015,Queens,New York City Geographic District #25,Ps 24 Andrew Jackson,342500010024,Elementary,New York City,Public,977,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-2015,Queens,New York City Geographic District #25,Ps 242 Leonard P Stavisky Early Childhood School,342500010242,Elementary,New York City,Public,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2014-2015,Queens,New York City Geographic District #25,Ps 29,342500010029,Elementary,New York City,Public,804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Queens,New York City Geographic District #25,Ps 32 State Street,342500010032,Elementary,New York City,Public,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Queens,New York City Geographic District #25,Ps 79 Francis Lewis,342500010079,Elementary,New York City,Public,1015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #25,Ps/ms 200 Pomonok School And Star Academy (the),342500010200,Elementary,New York City,Public,475,0,0,0,0,0,5,0,0,0,0,0,0,0,1,6,0,1,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
2014-2015,Queens,New York City Geographic District #25,Queens Academy High School,342500011540,Senior High,New York City,Public,341,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,1,0,8,0,0,0,0,2,0,1
2014-2015,Queens,New York City Geographic District #25,"Queens College School For Math, Science & Technology",342500011499,Elementary,New York City,Public,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
2014-2015,Queens,New York City Geographic District #25,Queens High School For Language Studies,342500011241,Senior High,New York City,Public,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2014-2015,Queens,New York City Geographic District #25,Queens School Of Inquiry (the),342500011252,Junior-Senior High,New York City,Public,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,3
2014-2015,Queens,New York City Geographic District #25,Robert F Kennedy Community High School,342500011670,Senior High,New York City,Public,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,1,6,0,2
2014-2015,Queens,New York City Geographic District #25,Townsend Harris High School,342500011525,Senior High,New York City,Public,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
2014-2015,Queens,New York City Geographic District #25,Veritas Academy,342500011240,Senior High,New York City,Public,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,3
2014-2015,Queens,New York City Geographic District #25,World Journalism Preparatory:  A College Board School,342500011285,Junior-Senior High,New York City,Public,611,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,1,0,2,0,0,0,0,0,0,2,0,10
2014-2015,Queens,New York City Geographic District #26,Bayside High School,342600011495,Senior High,New York City,Public,3360,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,1,0,0,21,0,1,0,0,0,1,0,5,0,1,0,0,0,5,3,1,29
2014-2015,Queens,New York City Geographic District #26,Benjamin N Cardozo High School,342600011415,Senior High,New York City,Public,3516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,43,0,8,0,0,0,3,0,14,0,0,0,0,0,6,11,1,66
2014-2015,Queens,New York City Geographic District #26,Business Technology Early College High School,342600011315,,New York City,Public,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
2014-2015,Queens,New York City Geographic District #26,Francis Lewis High School,342600011430,Senior High,New York City,Public,4161,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,25,0,8,0,0,0,5,0,8,0,2,0,0,0,1,14,2,44
2014-2015,Queens,New York City Geographic District #26,Irwin Altman Middle School 172,342600010172,Middle,New York City,Public,952,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,3,1,11,0,5,0,0,0,0,0,0,1,2,0,0,0,2,0,0,9
2014-2015,Queens,New York City Geographic District #26,Jhs 216 George J Ryan,342600010216,Middle,New York City,Public,1379,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,18,0,5,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3
2014-2015,Queens,New York City Geographic District #26,Jhs 67 Louis Pasteur,342600010067,Middle,New York City,Public,886,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Jhs 74 Nathaniel Hawthorne ,342600010074,Middle,New York City,Public,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Queens,New York City Geographic District #26,Martin Van Buren High School,342600011435,Senior High,New York City,Public,1738,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,0,25,0,4,0,0,0,4,0,4,0,0,0,0,4,13,8,0,29
2014-2015,Queens,New York City Geographic District #26,Ms 158 Marie Curie ,342600010158,Middle,New York City,Public,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5
2014-2015,Queens,New York City Geographic District #26,Ps 115 Glen Oaks,342600010115,Elementary,New York City,Public,666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2014-2015,Queens,New York City Geographic District #26,Ps 133,342600010133,Elementary,New York City,Public,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 159,342600010159,Elementary,New York City,Public,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 162 John Golden,342600010162,Elementary,New York City,Public,709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 173 Fresh Meadows,342600010173,Elementary,New York City,Public,963,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2014-2015,Queens,New York City Geographic District #26,Ps 18 Winchester,342600010018,Elementary,New York City,Public,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 186 Castlewood,342600010186,Elementary,New York City,Public,394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 188 Kingsbury,342600010188,Elementary,New York City,Public,693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Queens,New York City Geographic District #26,Ps 191 Mayflower,342600010191,Elementary,New York City,Public,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 203 Oakland Gardens,342600010203,Elementary,New York City,Public,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 205 Alexander Graham Bell,342600010205,Elementary,New York City,Public,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 213 Carl Ullman School (the),342600010213,Elementary,New York City,Public,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 221 North Hills School (the),342600010221,Elementary,New York City,Public,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 26 Rufus King,342600010026,Elementary,New York City,Public,679,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 31 Bayside,342600010031,Elementary,New York City,Public,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 41 Crocheron,342600010041,Elementary,New York City,Public,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 46 Alley Pond,342600010046,Elementary,New York City,Public,599,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2014-2015,Queens,New York City Geographic District #26,Ps 94 David D Porter,342600010094,Elementary,New York City,Public,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps 98 Douglaston School (the),342600010098,Elementary,New York City,Public,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #26,Ps/is 178 Holliswood,342600010178,Elementary,New York City,Public,526,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,1,2,11,2,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,8
2014-2015,Queens,New York City Geographic District #26,Ps/is 266,342600010266,Elementary,New York City,Public,687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2014-2015,Queens,New York City Geographic District #26,"Queens High School Of Teaching, Liberal Arts And Sciences",342600011566,Senior High,New York City,Public,1121,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,1,0,51,0,10,0,0,0,3,0,10,0,0,0,0,0,2,9,3,73
2014-2015,Queens,New York City Geographic District #27,Acadey Of Medical Technology - A College Board School,342700011309,Junior-Senior High,New York City,Public,643,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,16,0,5,0,0,0,3,0,4,0,1,0,0,2,0,4,0,32
2014-2015,Queens,New York City Geographic District #27,August Martin High School,342700011400,Senior High,New York City,Public,676,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,1,37,0,7,0,0,0,5,0,0,0,0,0,0,5,2,2,1,14
2014-2015,Queens,New York City Geographic District #27,Channel View School For Research,342700011262,Junior-Senior High,New York City,Public,680,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10
2014-2015,Queens,New York City Geographic District #27,Epic High School North,342700011334,,New York City,Public,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Epic High School-south,342700010314,,New York City,Public,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2014-2015,Queens,New York City Geographic District #27,Frederick Douglass Academy Vi High School,342700011260,Senior High,New York City,Public,393,0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,1,1,0,31,0,13,0,0,0,4,0,0,0,0,0,0,3,1,0,0,45
2014-2015,Queens,New York City Geographic District #27,Goldie Maple Academy,342700010333,Elementary,New York City,Public,535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-2015,Queens,New York City Geographic District #27,Hawtree Creek Middle School,342700010297,Junior High,New York City,Public,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
2014-2015,Queens,New York City Geographic District #27,"High Sch-construction, Trades, Engineering & Architecture",342700011650,Senior High,New York City,Public,957,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2014-2015,Queens,New York City Geographic District #27,Jhs 202 Robert H Goddard ,342700010202,Middle,New York City,Public,1057,0,0,0,0,0,17,0,0,0,2,0,0,0,3,29,0,1,6,10,1,13,0,0,0,2,0,1,1,0,0,0,0,2,3,3,5
2014-2015,Queens,New York City Geographic District #27,Jhs 210 Elizabeth Blackwell ,342700010210,Middle,New York City,Public,1892,0,0,0,0,0,7,0,1,0,3,0,0,0,1,15,0,1,1,15,1,4,0,0,0,0,0,0,1,0,0,0,0,7,2,3,4
2014-2015,Queens,New York City Geographic District #27,Jhs 226 Virgil I Grisson ,342700010226,Middle,New York City,Public,1040,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,9,0,1,0,0,0,0,0,2,0,0,0,0,0,5,1,1,3
2014-2015,Queens,New York City Geographic District #27,John Adams High School,342700011480,Senior High,New York City,Public,2603,0,0,0,0,0,3,0,0,0,2,0,0,0,1,5,0,1,1,16,0,10,0,0,0,3,0,1,0,0,0,0,2,2,6,0,13
2014-2015,Queens,New York City Geographic District #27,Knowledge And Power Preparatory Academy Vi,342700010282,Middle,New York City,Public,263,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Queens,New York City Geographic District #27,Ms 137 America's School Of Heroes,342700010137,Middle,New York City,Public,1897,0,0,0,0,0,4,0,0,0,1,6,0,0,2,5,1,3,1,51,1,4,0,0,0,4,0,3,0,1,0,0,0,6,0,1,15
2014-2015,Queens,New York City Geographic District #27,Ms 53 Brian Piccolo ,342700010053,Middle,New York City,Public,352,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2
2014-2015,Queens,New York City Geographic District #27,New York City Academy For Discovery,342700010306,Elementary,New York City,Public,485,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2014-2015,Queens,New York City Geographic District #27,Ps 100 Glen Morris,342700010100,Elementary,New York City,Public,924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 104 Bays Water (the),342700010104,Elementary,New York City,Public,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 105 Bay School (the),342700010105,Elementary,New York City,Public,846,0,0,0,0,0,5,0,0,0,0,0,0,0,1,13,0,1,10,45,0,9,0,1,0,6,0,2,0,2,0,0,0,3,2,0,19
2014-2015,Queens,New York City Geographic District #27,Ps 106,342700010106,Elementary,New York City,Public,213,0,0,0,0,0,4,0,0,1,1,0,0,0,3,9,0,6,5,9,4,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1
2014-2015,Queens,New York City Geographic District #27,Ps 108 Capt Vincent G Fowler,342700010108,Elementary,New York City,Public,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
2014-2015,Queens,New York City Geographic District #27,Ps 123,342700010123,Elementary,New York City,Public,688,0,0,0,0,0,9,0,0,0,1,0,0,0,12,52,1,5,4,8,1,1,0,0,1,2,0,2,0,1,0,0,0,1,0,0,4
2014-2015,Queens,New York City Geographic District #27,Ps 124 Osmond A Church,342700010124,Elementary,New York City,Public,1338,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,2
2014-2015,Queens,New York City Geographic District #27,Ps 146 Howard Beach,342700010146,Elementary,New York City,Public,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Queens,New York City Geographic District #27,Ps 155,342700010155,Elementary,New York City,Public,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 183 Dr Richard R Green ,342700010183,Elementary,New York City,Public,612,0,0,0,0,0,3,0,0,0,0,0,0,0,4,13,0,1,2,41,1,7,0,0,0,2,0,1,0,2,0,0,0,2,0,0,7
2014-2015,Queens,New York City Geographic District #27,Ps 197 Ocean School (the),342700010197,Elementary,New York City,Public,541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 207 Rockwood Park,342700010207,Elementary,New York City,Public,739,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 223 Lyndon B Johnson,342700010223,Elementary,New York City,Public,624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
2014-2015,Queens,New York City Geographic District #27,Ps 232 Lindenwood,342700010232,Elementary,New York City,Public,1090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
2014-2015,Queens,New York City Geographic District #27,Ps 253,342700010253,Elementary,New York City,Public,530,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
2014-2015,Queens,New York City Geographic District #27,Ps 254-osa Parks School (the),342700010254,Elementary,New York City,Public,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 273,342700010273,Elementary,New York City,Public,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 43,342700010043,Elementary,New York City,Public,995,0,0,0,0,1,1,0,1,0,4,0,0,0,4,32,1,3,9,16,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2014-2015,Queens,New York City Geographic District #27,Ps 45 Clarence Witherspoon,342700010045,Elementary,New York City,Public,390,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 47 Chris Galas,342700010047,Elementary,New York City,Public,215,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 51,342700010051,Elementary,New York City,Public,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 56 Harry Eichler,342700010056,Elementary,New York City,Public,413,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Queens,New York City Geographic District #27,Ps 60 Woodhaven,342700010060,Elementary,New York City,Public,1230,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 62 Chester Park School,342700010062,Elementary,New York City,Public,918,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Queens,New York City Geographic District #27,Ps 63 Old South,342700010063,Elementary,New York City,Public,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 64 Joseph P Addabbo,342700010064,Elementary,New York City,Public,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 65 Raymond York Elementary School (the),342700010065,Elementary,New York City,Public,511,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 66 Jacqueline Kennedy-onassis,342700010066,Elementary,New York City,Public,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Queens,New York City Geographic District #27,Ps 90 Horace Mann,342700010090,Elementary,New York City,Public,856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-2015,Queens,New York City Geographic District #27,Ps 96,342700010096,Elementary,New York City,Public,305,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
2014-2015,Queens,New York City Geographic District #27,Ps 97 Forest Park,342700010097,Elementary,New York City,Public,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,Ps/ms 114 Belle Harbor,342700010114,Elementary,New York City,Public,652,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13,1,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,7
2014-2015,Queens,New York City Geographic District #27,Ps/ms 42 R Vernam,342700010042,Elementary,New York City,Public,684,0,0,0,0,0,0,0,0,0,2,0,0,0,3,11,0,1,3,33,0,6,0,0,0,1,0,0,0,0,0,0,0,5,1,0,3
2014-2015,Queens,New York City Geographic District #27,Queens Explorers Elementary School,342700010316,,New York City,Public,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Queens,New York City Geographic District #27,"Queens High School For Information, Research And Technology",342700011302,Senior High,New York City,Public,372,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,17,0,10,0,0,0,1,0,3,0,0,0,0,13,0,4,1,20
2014-2015,Queens,New York City Geographic District #27,Richmond Hill High School,342700011475,Senior High,New York City,Public,2178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,22,0,17,0,0,0,5,0,3,0,0,0,0,3,7,10,0,25
2014-2015,Queens,New York City Geographic District #27,Robert H Goddard High School For Comm Arts 7 & Technology,342700011308,Senior High,New York City,Public,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,2,0,1,0,0,0,0,0,5,4,0,16
2014-2015,Queens,New York City Geographic District #27,Rockaway Collegiate High School,342700011351,Senior High,New York City,Public,401,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,1,0,34,1,3,0,0,1,7,0,3,0,1,0,0,2,0,2,1,15
2014-2015,Queens,New York City Geographic District #27,Rockaway Park High School For Environmental Sustainability,342700011324,Senior High,New York City,Public,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,24,0,8,0,0,0,6,0,0,0,0,0,0,2,1,2,0,3
2014-2015,Queens,New York City Geographic District #27,Scholars' Academy,342700010323,Junior-Senior High,New York City,Public,1302,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,0
2014-2015,Queens,New York City Geographic District #27,Village Academy,342700010319,Middle,New York City,Public,328,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,3,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2
2014-2015,Queens,New York City Geographic District #27,Voyages Prep-south Queens,342700011261,Senior High,New York City,Public,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
2014-2015,Queens,New York City Geographic District #27,Waterside Children's Studio School,342700010317,Elementary,New York City,Public,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
