School year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2010-2011,QUEENS,New York City Geographic District #27,Ps 273,342700010273,Elementary,New York City,Public,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #27,Ps 43,342700010043,Junior Senior School,New York City,Public,1237,0,0,0,0,0,4,0,1,0,0,1,0,0,3,10,1,1,3,36,0,13,0,0,0,4,0,1,2,2,0,0,0,2,1,0,8
2010-2011,QUEENS,New York City Geographic District #27,Ps 45 Clarence Witherspoon,342700010045,Elementary,New York City,Public,452,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,8,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,5
2010-2011,QUEENS,New York City Geographic District #27,Ps 47 Chris Galas,342700010047,Elementary,New York City,Public,246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2010-2011,QUEENS,New York City Geographic District #27,Ps 51,342700010051,Elementary,New York City,Public,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #27,Ps 56 Harry Eichler,342700010056,Elementary,New York City,Public,450,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2010-2011,QUEENS,New York City Geographic District #27,Ps 60 Woodhaven,342700010060,Elementary,New York City,Public,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-2011,QUEENS,New York City Geographic District #27,Ps 62 Chester Park,342700010062,Elementary,New York City,Public,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
2010-2011,QUEENS,New York City Geographic District #27,Ps 63 Old South,342700010063,Elementary,New York City,Public,1309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-2011,QUEENS,New York City Geographic District #27,Ps 64 Joseph P Addabbo,342700010064,Elementary,New York City,Public,647,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #27,Ps 65 The Raymond York Elementary School,342700010065,Elementary,New York City,Public,510,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-2011,QUEENS,New York City Geographic District #27,Ps 66 Jacqueline Kennedy-Onassis,342700010066,Elementary,New York City,Public,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
2010-2011,QUEENS,New York City Geographic District #27,Ps 90 Horace Mann,342700010090,Elementary,New York City,Public,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2010-2011,QUEENS,New York City Geographic District #27,Ps 96,342700010096,Elementary,New York City,Public,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4
2010-2011,QUEENS,New York City Geographic District #27,Ps 97 Forest Park,342700010097,Elementary,New York City,Public,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #27,Ps/Ms 114 Belle Harbor,342700010114,Elementary,New York City,Public,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
2010-2011,QUEENS,New York City Geographic District #27,Ps/Ms 42 R Vernam,342700010042,Elementary,New York City,Public,649,0,0,0,0,0,3,0,0,0,2,1,0,0,3,6,0,1,1,82,2,11,0,0,0,2,0,0,0,4,0,0,0,5,0,1,16
2010-2011,QUEENS,New York City Geographic District #27,"Queens High School For Information, Research And Technology",342700011302,Senior High,New York City,Public,243,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,14,0,6,0,0,0,3,0,2,1,1,0,0,2,0,2,0,15
2010-2011,QUEENS,New York City Geographic District #27,Richmond Hill High School,342700011475,Senior High,New York City,Public,2918,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,1,4,0,35,1,20,0,0,0,4,0,3,0,0,0,0,0,10,4,5,67
2010-2011,QUEENS,New York City Geographic District #27,Robert H Goddard High School For Comm Arts 7 & Technology,342700011308,Senior High,New York City,Public,437,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,18,0,9,0,0,0,0,0,2,0,0,0,0,0,0,5,5,26
2010-2011,QUEENS,New York City Geographic District #27,Rockaway Park High School For Environmental Sustainability,342700011324,Senior High,New York City,Public,88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5
2010-2011,QUEENS,New York City Geographic District #27,Scholars' Academy,342700010323,Junior Senior School,New York City,Public,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6
2010-2011,QUEENS,New York City Geographic District #27,Village Academy,342700010319,Junior High School,New York City,Public,164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #27,Waterside Children'S Studio School,342700010317,Elementary,New York City,Public,354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Ps 196 Grand Central Parkway,342800010196,Elementary,New York City,Public,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #27,Waterside School For Leadership,342700010318,Junior High School,New York City,Public,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9
2010-2011,QUEENS,New York City Geographic District #28,Academy For Excellence Through The Arts (The),342800010303,Elementary,New York City,Public,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Catherine And Count Basie Middle School 72,342800010072,Middle School,New York City,Public,731,0,0,0,0,0,0,0,0,0,2,1,0,0,1,11,1,2,3,43,4,18,0,0,0,6,0,2,0,0,0,0,1,2,4,3,20
2010-2011,QUEENS,New York City Geographic District #28,Forest Hills High School,342800011440,Senior High,New York City,Public,3902,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,0,0,31,0,11,0,0,0,7,0,2,3,0,0,0,0,4,9,4,62
2010-2011,QUEENS,New York City Geographic District #28,High School For Community Leadership,342800011328,Senior High,New York City,Public,82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Hillcrest High School,342800011505,Senior High,New York City,Public,3296,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2010-2011,QUEENS,New York City Geographic District #28,Hillside Arts And Letters Academy,342800011325,Senior High,New York City,Public,93,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Hs For Law Enforcement And Public Safety,342800011690,Senior High,New York City,Public,531,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,22,0,6,0,0,0,2,0,2,1,0,0,0,2,2,4,3,3
2010-2011,QUEENS,New York City Geographic District #28,Jamaica High School,342800011470,Senior High,New York City,Public,1184,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,44,0,12,0,0,0,5,0,3,0,0,0,0,8,1,1,2,135
2010-2011,QUEENS,New York City Geographic District #28,Jhs 157 Stephen A Halsey,342800010157,Junior High School,New York City,Public,1079,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,6,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
2010-2011,QUEENS,New York City Geographic District #28,Jhs 190 Russell Sage,342800010190,Middle School,New York City,Public,824,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,2,0,29,0,12,0,0,0,2,0,2,0,0,0,0,0,6,3,0,5
2010-2011,QUEENS,New York City Geographic District #28,Jhs 217 Robert A Van Wyck,342800010217,Middle School,New York City,Public,1376,0,0,0,0,0,5,0,2,0,1,1,0,0,0,2,1,3,0,34,3,13,0,0,0,2,0,2,0,0,0,0,0,8,3,7,20
2010-2011,QUEENS,New York City Geographic District #28,Jhs 8 Richard S Grossley,342800010008,Junior High School,New York City,Public,742,0,0,0,0,0,5,0,0,0,1,2,0,0,3,13,0,2,5,24,1,9,0,0,0,0,0,0,0,0,0,0,0,3,2,3,7
2010-2011,QUEENS,New York City Geographic District #28,Metropolitan Expeditionary Learning School,342800011167,Junior High School,New York City,Public,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010-2011,QUEENS,New York City Geographic District #28,Ps 101 School In The Gardens,342800010101,Elementary,New York City,Public,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,27,0,1,0,0,0,3,0,2,0,0,0,0,0,1,0,0,3
2010-2011,QUEENS,New York City Geographic District #28,Ps 117 J Keld/Briarwood School,342800010117,Elementary,New York City,Public,1259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2010-2011,QUEENS,New York City Geographic District #28,Ps 121,342800010121,Elementary,New York City,Public,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Ps 139 Rego Park,342800010139,Elementary,New York City,Public,939,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Ps 140 Edward K Ellington,342800010140,Elementary,New York City,Public,760,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,0,0,1,14,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
2010-2011,QUEENS,New York City Geographic District #28,Ps 144 Col Jeromus Remsen,342800010144,Elementary,New York City,Public,695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Ps 160 Walter Francis Bishop,342800010160,Elementary,New York City,Public,801,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,10,1,2,0,0,0,0,0,3,0,0,0,0,0,3,0,1,1
2010-2011,QUEENS,New York City Geographic District #28,Ps 161 Arthur Ashe School,342800010161,Elementary,New York City,Public,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-2011,QUEENS,New York City Geographic District #28,Ps 174 William Sidney Mount,342800010174,Elementary,New York City,Public,636,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-2011,QUEENS,New York City Geographic District #28,Ps 175 The Lynn Gross Discovery School,342800010175,Elementary,New York City,Public,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010-2011,QUEENS,New York City Geographic District #28,Ps 182 Samantha Smith,342800010182,Elementary,New York City,Public,881,0,0,0,0,0,4,0,0,0,0,0,0,0,3,12,0,0,3,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2010-2011,QUEENS,New York City Geographic District #28,Ps 206 The Horace Harding School,342800010206,Elementary,New York City,Public,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-2011,QUEENS,New York City Geographic District #28,Ps 220 Edward Mandel,342800010220,Elementary,New York City,Public,567,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Ps 30,342800010030,Elementary,New York City,Public,583,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,12,2,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2
2010-2011,QUEENS,New York City Geographic District #29,Ps 176 Cambria Heights,342900010176,Elementary,New York City,Public,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Ps 40 Samuel Huntington,342800010040,Elementary,New York City,Public,577,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,16,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
2010-2011,QUEENS,New York City Geographic District #28,Ps 48 William Wordsworth,342800010048,Elementary,New York City,Public,368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,20,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
2010-2011,QUEENS,New York City Geographic District #28,Ps 50 Talfourd Lawn Elementary School,342800010050,Elementary,New York City,Public,903,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,1,15,1,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1
2010-2011,QUEENS,New York City Geographic District #28,Ps 54 Hillside,342800010054,Elementary,New York City,Public,537,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Ps 55 Maure,342800010055,Elementary,New York City,Public,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Ps 80 Thurgood Marshall Magnet,342800010080,Elementary,New York City,Public,605,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
2010-2011,QUEENS,New York City Geographic District #28,Ps 82 Hammond,342800010082,Elementary,New York City,Public,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Ps 86,342800010086,Elementary,New York City,Public,957,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,1,1,0,35,1,17,0,0,0,4,0,4,0,0,0,0,0,5,0,1,31
2010-2011,QUEENS,New York City Geographic District #28,Ps 99 Kew Gardens,342800010099,Elementary,New York City,Public,801,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #28,Queens Collegiate - A College Board School,342800011310,Junior Senior School,New York City,Public,312,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,20,0,5,0,0,0,2,0,1,0,0,0,0,1,0,1,0,3
2010-2011,QUEENS,New York City Geographic District #28,Queens Gateway To Health Sciences Secondary School,342800011680,Junior Senior School,New York City,Public,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-2011,QUEENS,New York City Geographic District #28,Queens High School For The Sciences At York College,342800011687,Senior High,New York City,Public,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
2010-2011,QUEENS,New York City Geographic District #28,Queens Metropolitan High School,342800011686,Senior High,New York City,Public,411,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,3,15,0,19,0,0,0,1,0,0,0,0,0,0,0,0,2,2,33
2010-2011,QUEENS,New York City Geographic District #28,Queens Satellite High School For Opportunity,342800011338,Senior High,New York City,Public,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2010-2011,QUEENS,New York City Geographic District #28,Thomas A Edison Career And Technical High School,342800011620,Senior High,New York City,Public,2361,0,0,0,0,0,5,0,1,0,0,1,0,0,0,1,0,0,0,36,0,11,0,0,0,6,0,10,0,1,0,0,0,0,2,5,78
2010-2011,QUEENS,New York City Geographic District #28,York Early College Academy,342800011284,Junior Senior School,New York City,Public,402,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,13,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,6
2010-2011,QUEENS,New York City Geographic District #28,Young Women'S Leadership School Of Queens,342800011896,Junior Senior School,New York City,Public,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,35
2010-2011,QUEENS,New York City Geographic District #29,Bellaire School (The),342900010135,Elementary,New York City,Public,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #29,Business/Computer Applications & Entrepreneurship  High School,342900011496,Senior High,New York City,Public,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,1,49
2010-2011,QUEENS,New York City Geographic District #29,Cambria Heights Academy,342900011326,Senior High,New York City,Public,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
2010-2011,QUEENS,New York City Geographic District #29,Cynthia Jenkins School,342900010037,Elementary,New York City,Public,574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
2010-2011,QUEENS,New York City Geographic District #29,Eagle Academy For Young Men Iii,342900011327,Junior High School,New York City,Public,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #29,Excelsior Preparatorty High School,342900011265,Senior High,New York City,Public,462,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,27,0,5,0,0,0,2,0,0,0,0,0,0,2,3,1,2,14
2010-2011,QUEENS,New York City Geographic District #29,George Washington Carver High School For The Sciences,342900011272,Senior High,New York City,Public,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,2,0,0,0,1,0,1,0,0,0,0,4,0,0,0,16
2010-2011,QUEENS,New York City Geographic District #29,Gordon Parks School (The),342900010270,Elementary,New York City,Public,660,0,0,0,0,0,4,0,0,0,1,0,0,0,0,6,0,2,0,16,1,5,0,0,0,1,0,1,0,0,0,0,0,1,0,1,12
2010-2011,QUEENS,New York City Geographic District #29,Humanities And Arts Magnet High School,342900011498,Senior High,New York City,Public,484,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11
2010-2011,QUEENS,New York City Geographic District #29,Is 192 The Linden,342900010192,Middle School,New York City,Public,705,0,0,0,0,0,1,0,0,0,1,1,0,0,0,7,0,1,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3
2010-2011,QUEENS,New York City Geographic District #29,Is 231 Magnetech 2000,342900010231,Middle School,New York City,Public,943,0,0,0,0,0,4,0,0,0,4,0,0,0,1,3,0,2,0,32,1,7,0,0,0,2,0,1,0,0,0,0,0,2,2,0,2
2010-2011,QUEENS,New York City Geographic District #29,Is 238 Susan B Anthony Academy,342900010238,Middle School,New York City,Public,1590,0,0,0,0,0,6,0,2,0,1,0,0,0,1,4,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0
2010-2011,QUEENS,New York City Geographic District #29,Is 59 Springfield Gardens,342900010059,Middle School,New York City,Public,727,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,0,1,1,36,0,1,0,0,0,2,0,1,0,1,0,0,0,3,0,0,28
2010-2011,QUEENS,New York City Geographic District #29,Jean Nuzzi Intermediate School,342900010109,Middle School,New York City,Public,1110,0,0,0,0,0,5,0,2,0,2,0,0,0,1,2,1,3,2,32,2,7,0,0,0,2,0,1,0,0,0,0,0,6,4,1,7
2010-2011,QUEENS,New York City Geographic District #29,"Law, Government And Community Service High School",342900011494,Senior High,New York City,Public,431,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,23,1,5,0,0,0,1,0,2,0,1,0,0,3,0,1,0,50
2010-2011,QUEENS,New York City Geographic District #29,Math/Science Research And Technology Magnet Hs,342900011492,Senior High,New York City,Public,431,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,0,2,0,0,0,1,0,0,0,0,0,0,2,2,0,0,26
2010-2011,QUEENS,New York City Geographic District #29,Pathways College Preparatory School:  A College Board School,342900011259,Junior Senior School,New York City,Public,540,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,2,1,15,0,6,0,0,0,1,0,2,1,0,0,0,0,3,4,1,15
2010-2011,QUEENS,New York City Geographic District #29,Preparatory Academy For Writers:  A College Board School,342900011283,Junior Senior School,New York City,Public,413,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,1,1,0,33,0,19,0,0,0,1,0,1,1,0,0,0,1,1,2,0,60
2010-2011,QUEENS,New York City Geographic District #29,Ps 118 Lorraine Hansberry,342900010118,Elementary,New York City,Public,689,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2010-2011,QUEENS,New York City Geographic District #29,Ps 131 Abigail Adams,342900010131,Elementary,New York City,Public,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,QUEENS,New York City Geographic District #29,Ps 132 Ralph Bunche,342900010132,Elementary,New York City,Public,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2
2010-2011,QUEENS,New York City Geographic District #29,Ps 134 Hollis,342900010134,Elementary,New York City,Public,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-2011,QUEENS,New York City Geographic District #29,Ps 136 Roy Wilkins,342900010136,Elementary,New York City,Public,694,0,0,0,0,0,5,0,0,0,0,1,0,0,0,3,0,0,1,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2010-2011,QUEENS,New York City Geographic District #29,Ps 15 Jackie Robinson,342900010015,Elementary,New York City,Public,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-2011,QUEENS,New York City Geographic District #29,Ps 156 Laurelton,342900010156,Elementary,New York City,Public,713,0,0,0,0,0,5,0,0,0,4,0,0,0,2,9,0,1,2,18,2,3,0,0,0,1,0,1,0,0,0,0,0,2,0,0,4
2010-2011,QUEENS,New York City Geographic District #29,Ps 181 Brookfield,342900010181,Elementary,New York City,Public,442,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2010-2011,QUEENS,New York City Geographic District #29,Ps 195 William Haberle,342900010195,Elementary,New York City,Public,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-2011,QUEENS,New York City Geographic District #29,Ps 251,342900010251,Elementary,New York City,Public,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2010-2011,QUEENS,New York City Geographic District #29,Ps 33 Edward M Funk,342900010033,Elementary,New York City,Public,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
2010-2011,QUEENS,New York City Geographic District #29,Ps 34 John Harvard,342900010034,Elementary,New York City,Public,526,0,0,0,0,0,1,0,0,0,1,1,0,0,4,10,0,2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2010-2011,QUEENS,New York City Geographic District #29,Ps 35 Nathaniel Woodhull,342900010035,Elementary,New York City,Public,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2010-2011,QUEENS,New York City Geographic District #29,Ps 36 St Albans School,342900010036,Elementary,New York City,Public,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2010-2011,QUEENS,New York City Geographic District #29,Ps 38 Rosedale,342900010038,Elementary,New York City,Public,258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,15,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2
