School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon Possession Through Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2012-2013,Queens,New York City Geographic District #25,Flushing High School,342500011460,Senior High,New York City,Public,2948,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,55,0,7,0,0,0,1,0,8,0,2,0,0,1,7,7,0,32
2012-2013,Queens,New York City Geographic District #25,Flushing International High School,342500011263,Senior High,New York City,Public,426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,2,1
2012-2013,Queens,New York City Geographic District #25,Is 237 ,342500010237,Middle,New York City,Public,1106,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,11,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2012-2013,Queens,New York City Geographic District #25,Is 25 Adrien Block ,342500010025,Middle,New York City,Public,839,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,11,0,6,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1
2012-2013,Queens,New York City Geographic District #25,Is 250 The Robert F Kennedy Community Middle School,342500010250,Middle,New York City,Public,344,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,23,0,8,0,0,0,1,0,2,0,0,0,0,0,1,0,0,45
2012-2013,Queens,New York City Geographic District #25,Jhs 185 Edward Bleeker,342500010185,Middle,New York City,Public,1409,0,0,0,0,0,10,0,0,0,1,0,0,0,0,3,1,2,0,17,0,7,0,0,0,1,0,6,0,0,0,0,0,4,3,1,13
2012-2013,Queens,New York City Geographic District #25,Jhs 189 Daniel Carter Beard,342500010189,Middle,New York City,Public,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #25,Jhs 194 William Carr,342500010194,Middle,New York City,Public,1082,0,0,0,0,0,6,0,0,0,0,1,0,0,1,5,0,4,3,44,0,3,0,0,0,4,0,8,0,0,0,0,0,6,3,3,35
2012-2013,Queens,New York City Geographic District #25,John Bowne High School,342500011425,Senior High,New York City,Public,3558,0,0,0,0,0,3,0,3,0,1,0,0,0,0,4,0,0,0,43,0,27,0,0,0,4,0,10,1,13,0,0,0,3,7,2,28
2012-2013,Queens,New York City Geographic District #25,North Queens Community High School,342500011792,Senior High,New York City,Public,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2012-2013,Queens,New York City Geographic District #25,Ps 107 Thomas A Dooley,342500010107,Elementary,New York City,Public,962,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #25,Ps 120,342500010120,Elementary,New York City,Public,972,0,0,0,0,0,2,0,0,1,0,0,0,0,0,13,0,1,3,12,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
2012-2013,Queens,New York City Geographic District #25,Ps 129 Patricia Larkin,342500010129,Elementary,New York City,Public,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #25,Ps 130,342500010130,Elementary,New York City,Public,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,Queens,New York City Geographic District #25,Ps 154,342500010154,Elementary,New York City,Public,684,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #25,Ps 163 Flushing Heights,342500010163,Elementary,New York City,Public,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2012-2013,Queens,New York City Geographic District #25,Ps 164 Queens Valley,342500010164,Elementary,New York City,Public,631,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,12,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5
2012-2013,Queens,New York City Geographic District #25,Ps 165 Edith K Bergtraum,342500010165,Elementary,New York City,Public,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,19,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
2012-2013,Queens,New York City Geographic District #25,Ps 169 Bay Terrace,342500010169,Elementary,New York City,Public,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,Queens,New York City Geographic District #25,Ps 184 Flushing Manor,342500010184,Elementary,New York City,Public,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #25,Ps 193 Alfred J Kennedy,342500010193,Elementary,New York City,Public,481,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Queens,New York City Geographic District #25,Ps 20 John Bowne,342500010020,Elementary,New York City,Public,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2012-2013,Queens,New York City Geographic District #25,Ps 201 The Discovery School For Inquiry And Research,342500010201,Elementary,New York City,Public,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #25,Ps 209 Clearview Gardens,342500010209,Elementary,New York City,Public,681,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #25,Ps 21 Edward Hart,342500010021,Elementary,New York City,Public,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Queens,New York City Geographic District #25,Ps 214 Cadwallader Colden,342500010214,Elementary,New York City,Public,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2012-2013,Queens,New York City Geographic District #25,Ps 219 Paul Klapper,342500010219,Elementary,New York City,Public,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2012-2013,Queens,New York City Geographic District #25,Ps 22 Thomas Jefferson,342500010022,Elementary,New York City,Public,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #25,Ps 24 Andrew Jackson,342500010024,Elementary,New York City,Public,920,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2012-2013,Queens,New York City Geographic District #25,Ps 242 Leonard P Stavisky Early Childhood School,342500010242,Elementary,New York City,Public,416,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #25,Ps 29,342500010029,Elementary,New York City,Public,724,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2012-2013,Queens,New York City Geographic District #25,Ps 32 State Street,342500010032,Elementary,New York City,Public,933,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-2013,Queens,New York City Geographic District #25,Ps 79 Francis Lewis,342500010079,Elementary,New York City,Public,909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #25,Ps/ms 200 The Pomonok School And Star Academy,342500010200,Elementary,New York City,Public,489,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,2,3,11,3,5,0,0,0,1,0,0,0,1,0,0,0,3,0,1,11
2012-2013,Queens,New York City Geographic District #25,Queens Academy High School,342500011540,Senior High,New York City,Public,364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8
2012-2013,Queens,New York City Geographic District #25,"Queens College School For Math, Science & Technology",342500011499,Elementary,New York City,Public,493,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1
2012-2013,Queens,New York City Geographic District #25,Queens School Of Inquiry (the),342500011252,Junior-Senior High,New York City,Public,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
2012-2013,Queens,New York City Geographic District #25,Robert F Kennedy Community High School,342500011670,Senior High,New York City,Public,692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1
2012-2013,Queens,New York City Geographic District #25,Townsend Harris High School,342500011525,Senior High,New York City,Public,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #25,World Journalism Preparatory:  A College Board School,342500011285,Junior-Senior High,New York City,Public,607,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,1,0,5,1,0,0,0,0,0,0,0,18
2012-2013,Queens,New York City Geographic District #26,Bayside High School,342600011495,Senior High,New York City,Public,3283,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,15,0,7,0,0,0,1,0,3,0,0,0,0,0,4,1,1,50
2012-2013,Queens,New York City Geographic District #26,Benjamin N Cardozo High School,342600011415,Senior High,New York City,Public,3768,0,0,0,0,0,0,0,5,0,1,0,0,0,0,6,1,1,1,44,1,21,0,0,0,2,0,14,0,0,0,0,0,5,8,1,79
2012-2013,Queens,New York City Geographic District #26,Francis Lewis High School,342600011430,Senior High,New York City,Public,4131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,14,0,13,0,0,0,4,0,6,0,0,0,0,0,1,1,2,21
2012-2013,Queens,New York City Geographic District #26,Irwin Altman Middle School 172,342600010172,Middle,New York City,Public,974,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,16,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8
2012-2013,Queens,New York City Geographic District #26,Jhs 216 George J Ryan,342600010216,Middle,New York City,Public,1325,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,14,0,2,0,0,0,2,0,1,0,0,0,0,0,1,1,0,3
2012-2013,Queens,New York City Geographic District #26,Jhs 67 Louis Pasteur,342600010067,Middle,New York City,Public,886,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,1,15,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
2012-2013,Queens,New York City Geographic District #26,Jhs 74 Nathaniel Hawthorne ,342600010074,Middle,New York City,Public,951,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,3
2012-2013,Queens,New York City Geographic District #26,Martin Van Buren High School,342600011435,Senior High,New York City,Public,2155,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,41,2,3,0,0,0,5,0,1,0,1,0,0,1,10,3,1,64
2012-2013,Queens,New York City Geographic District #26,Ms 158 Marie Curie ,342600010158,Middle,New York City,Public,1112,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,5,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2012-2013,Queens,New York City Geographic District #26,Ps 115 Glen Oaks,342600010115,Elementary,New York City,Public,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 133,342600010133,Elementary,New York City,Public,444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 159,342600010159,Elementary,New York City,Public,588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 162 John Golden,342600010162,Elementary,New York City,Public,700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 173 Fresh Meadow,342600010173,Elementary,New York City,Public,936,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 18 Winchester,342600010018,Elementary,New York City,Public,594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 186 Castlewood,342600010186,Elementary,New York City,Public,378,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 188 Kingsbury,342600010188,Elementary,New York City,Public,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 191 Mayflower,342600010191,Elementary,New York City,Public,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 203 Oakland Gardens,342600010203,Elementary,New York City,Public,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 205 Alexander Graham Bell,342600010205,Elementary,New York City,Public,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 213 The Carl Ullman School,342600010213,Elementary,New York City,Public,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 221 The North Hills School,342600010221,Elementary,New York City,Public,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 26 Rufus King,342600010026,Elementary,New York City,Public,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 41 Crocheron,342600010041,Elementary,New York City,Public,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 46 Alley Pond,342600010046,Elementary,New York City,Public,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 94 David D Porter,342600010094,Elementary,New York City,Public,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps 98 The Douglaston School,342600010098,Elementary,New York City,Public,221,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #26,Ps/is 178 Holliswood,342600010178,Elementary,New York City,Public,522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,20,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
2012-2013,Queens,New York City Geographic District #26,Ps/is 266,342600010266,Elementary,New York City,Public,678,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5
2012-2013,Queens,New York City Geographic District #26,"Queens High School Of Teaching, Liberal Arts And Sciences",342600011566,Senior High,New York City,Public,1207,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,55,0,16,0,0,0,8,0,2,0,0,0,0,0,0,3,3,81
2012-2013,Queens,New York City Geographic District #27,Acadey Of Medical Technology - A College Board School,342700011309,Junior-Senior High,New York City,Public,593,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18
2012-2013,Queens,New York City Geographic District #27,August Martin High School,342700011400,Senior High,New York City,Public,958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,28,2,12,0,0,0,5,0,0,0,2,0,0,10,2,9,0,12
2012-2013,Queens,New York City Geographic District #27,Beach Channel High School,342700011410,Senior High,New York City,Public,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2012-2013,Queens,New York City Geographic District #27,Channel View School For Research,342700011262,Junior-Senior High,New York City,Public,640,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,0,0,0,0,1,0,2,0,9
2012-2013,Queens,New York City Geographic District #27,Frederick Douglass Academy Vi High School,342700011260,Senior High,New York City,Public,440,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,12,0,3,0,0,0,4,0,0,0,0,0,0,2,0,2,0,6
2012-2013,Queens,New York City Geographic District #27,Goldie Maple Academy,342700010333,Elementary,New York City,Public,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #27,"High Sch-construction, Trades, Engineering & Architecture",342700011650,Senior High,New York City,Public,940,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,4,0,1,0,0,0,0,0,1,5,1,3
2012-2013,Queens,New York City Geographic District #27,Jhs 202 Robert H Goddard ,342700010202,Middle,New York City,Public,1097,0,0,0,0,0,11,0,0,0,2,0,0,0,3,15,0,0,1,11,1,12,0,0,0,1,0,3,0,0,0,0,0,4,4,2,5
2012-2013,Queens,New York City Geographic District #27,Jhs 210 Elizabeth Blackwell ,342700010210,Middle,New York City,Public,2007,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,1,3,3,30,1,16,0,0,0,1,0,7,0,0,0,0,0,3,2,1,8
2012-2013,Queens,New York City Geographic District #27,Ps 273,342700010273,Elementary,New York City,Public,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #27,Jhs 226 Virgil I Grisson ,342700010226,Middle,New York City,Public,1349,0,0,0,0,0,9,0,4,0,4,0,0,0,1,14,2,6,4,18,0,7,0,0,0,1,0,1,0,0,0,0,0,10,4,0,6
2012-2013,Queens,New York City Geographic District #27,John Adams High School,342700011480,Senior High,New York City,Public,3121,0,0,0,0,0,2,0,0,0,1,0,0,0,0,7,0,0,0,21,0,6,0,0,0,0,0,5,1,0,0,0,11,1,7,1,3
2012-2013,Queens,New York City Geographic District #27,Kappa Vi,342700010282,Middle,New York City,Public,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
2012-2013,Queens,New York City Geographic District #27,Ms 137 America's School Of Heroes,342700010137,Middle,New York City,Public,1988,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,1,1,79,1,12,0,0,0,2,0,2,0,1,0,0,0,6,1,7,16
2012-2013,Queens,New York City Geographic District #27,Ms 53 Brian Piccolo ,342700010053,Junior High,New York City,Public,387,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2012-2013,Queens,New York City Geographic District #27,New York City Academy For Discovery,342700010306,Elementary,New York City,Public,455,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,3,4,8,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 100 Glen Morris,342700010100,Elementary,New York City,Public,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 104 The Bays Water,342700010104,Elementary,New York City,Public,589,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Queens,New York City Geographic District #27,Ps 105 The Bay School,342700010105,Elementary,New York City,Public,731,0,0,0,0,0,11,0,0,0,1,0,0,0,0,6,2,2,1,99,1,15,0,0,0,8,0,3,0,0,0,0,0,4,1,3,30
2012-2013,Queens,New York City Geographic District #27,Ps 106,342700010106,Elementary,New York City,Public,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 108 Capt Vincent G Fowler,342700010108,Elementary,New York City,Public,1457,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,17,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
2012-2013,Queens,New York City Geographic District #27,Ps 123,342700010123,Elementary,New York City,Public,703,0,0,0,0,0,5,0,0,0,0,0,0,0,2,11,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 124 Osmond A Church,342700010124,Elementary,New York City,Public,1272,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,17,1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,3
2012-2013,Queens,New York City Geographic District #27,Ps 146 Howard Beach,342700010146,Elementary,New York City,Public,690,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 155,342700010155,Elementary,New York City,Public,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 183 Dr Richard R Green ,342700010183,Elementary,New York City,Public,529,0,0,0,0,0,1,0,0,0,0,1,0,0,2,7,0,2,2,35,1,7,0,0,0,0,0,1,0,1,0,0,0,3,1,0,11
2012-2013,Queens,New York City Geographic District #27,Ps 197 The Ocean School,342700010197,Elementary,New York City,Public,502,0,0,0,0,0,2,0,1,1,0,0,0,0,1,4,0,1,0,20,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 207 Rockwood Park,342700010207,Elementary,New York City,Public,745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 215 Lucretia Mott,342700010215,Elementary,New York City,Public,287,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,1,0,19,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 223 Lyndon B Johnson,342700010223,Elementary,New York City,Public,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1
2012-2013,Queens,New York City Geographic District #27,Ps 232 Lindenwood,342700010232,Elementary,New York City,Public,1049,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,3,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 253,342700010253,Elementary,New York City,Public,482,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 43,342700010043,Junior-Senior High,New York City,Public,1067,0,0,0,0,0,1,0,0,0,1,0,0,0,1,6,0,0,0,23,0,7,0,0,1,4,0,0,0,0,0,0,0,2,0,0,2
2012-2013,Queens,New York City Geographic District #27,Ps 45 Clarence Witherspoon,342700010045,Elementary,New York City,Public,412,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 47 Chris Galas,342700010047,Elementary,New York City,Public,211,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-2013,Queens,New York City Geographic District #27,Ps 51,342700010051,Elementary,New York City,Public,276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
